soil_temperature,soil_moisture,conductivity,ph,nitrogen,phosphorus,potassium,salt,air_temperature,air_humidity,is_raining,crop_label
23.4,44.1,594,6.34,18,12,35,352,26.1,96.4,True,coconut
22.5,49.4,696,6.02,8,28,30,445,25.5,94.3,True,coconut
22.4,50.0,742,5.74,40,22,29,493,27.6,100.0,True,coconut
24.4,51.3,642,6.47,27,10,33,376,27.8,97.5,True,coconut
20.6,49.9,687,5.86,21,20,31,480,25.6,99.7,True,coconut
22.8,60.3,640,6.32,3,9,35,427,26.9,99.8,True,coconut
24.9,54.0,729,6.01,22,16,27,451,29.2,90.3,True,coconut
22.1,53.5,773,6.01,27,8,30,503,26.4,98.3,True,coconut
25.5,52.2,640,5.67,22,8,33,427,28.4,95.9,True,coconut
25.6,54.1,796,5.76,28,27,32,533,28.9,93.0,True,coconut
24.6,49.4,680,5.9,23,21,26,401,26.5,93.5,True,coconut
23.5,53.6,740,5.78,37,5,34,455,25.8,93.8,True,coconut
24.6,50.3,706,5.67,19,26,29,418,26.9,98.8,True,coconut
21.0,40.8,1054,7.23,133,47,24,680,24.4,79.2,False,cotton
20.2,40.2,938,6.93,136,36,20,593,23.1,84.9,False,cotton
21.5,42.9,1084,7.63,104,47,18,711,24.0,77.0,False,cotton
20.7,38.7,1108,6.83,133,47,23,690,24.9,75.6,False,cotton
22.7,38.9,960,6.18,126,38,23,628,25.4,83.6,False,cotton
21.7,35.9,976,6.63,126,50,19,616,24.7,81.7,False,cotton
22.5,37.6,866,7.26,113,41,20,539,25.0,80.5,True,cotton
18.2,38.4,926,6.44,121,45,22,611,22.5,81.3,False,cotton
19.1,40.6,943,7.72,121,47,16,600,23.6,79.3,False,cotton
22.8,38.7,1126,5.95,129,60,22,751,24.6,79.1,False,cotton
18.0,41.5,957,7.23,107,45,25,605,23.1,83.6,False,cotton
19.9,44.2,1082,6.22,122,59,18,679,23.5,83.6,False,cotton
20.1,37.5,896,6.02,140,38,15,587,24.1,75.9,False,cotton
21.4,46.2,998,6.25,102,49,21,635,24.7,84.8,False,cotton
21.0,41.9,940,6.19,111,40,25,567,24.5,84.4,False,cotton
22.0,39.2,976,7.06,131,35,18,609,24.5,82.2,False,cotton
19.8,43.0,1068,6.72,135,43,16,696,23.5,81.7,False,cotton
20.7,39.0,934,6.43,100,46,18,604,24.2,76.0,False,cotton
21.1,41.9,974,7.45,123,39,24,616,25.0,78.2,False,cotton
20.5,42.9,929,7.37,117,56,15,587,26.0,77.1,False,cotton
19.8,45.6,990,7.35,121,36,24,628,23.7,81.7,True,cotton
21.8,42.4,999,6.65,101,58,18,638,25.7,81.4,False,cotton
19.3,42.3,942,6.14,107,42,24,572,22.0,84.6,False,cotton
19.8,44.4,828,7.32,100,41,22,498,22.4,84.6,False,cotton
22.1,40.4,1040,7.95,125,39,21,655,25.0,82.2,True,cotton
18.4,37.3,971,6.21,105,60,23,641,23.5,77.2,False,cotton
17.3,40.7,942,6.63,102,46,19,584,22.8,82.6,False,cotton
22.7,45.7,1065,7.31,131,49,22,702,25.5,80.0,False,cotton
22.8,41.8,1011,5.9,139,35,15,663,25.2,83.5,False,cotton
19.7,34.4,899,7.24,108,36,19,572,22.8,77.5,False,cotton
19.4,39.1,926,7.98,118,45,23,632,23.4,77.4,False,cotton
23.0,42.5,963,5.98,107,51,22,645,24.9,78.2,False,cotton
21.1,36.9,1071,6.79,125,60,17,656,24.1,84.5,False,cotton
23.2,45.5,1003,7.39,113,37,20,688,25.0,79.0,True,cotton
20.4,41.4,1052,6.49,131,52,16,682,23.7,84.5,False,cotton
21.6,44.7,981,7.18,115,48,16,642,25.5,84.1,False,cotton
17.9,45.0,1053,7.39,113,38,25,671,22.0,79.5,False,cotton
20.5,38.7,1031,6.11,111,41,18,664,23.6,78.1,False,cotton
19.6,43.4,913,6.42,111,53,19,580,24.0,78.0,False,cotton
22.5,42.0,1053,6.31,122,48,16,657,24.7,75.6,False,cotton
20.2,38.3,939,6.93,108,46,17,574,24.3,84.9,False,cotton
22.8,39.4,967,7.81,132,41,22,613,24.3,81.0,False,cotton
21.2,41.0,906,6.53,103,42,17,587,24.3,84.6,False,cotton
23.3,48.0,1231,7.57,133,50,25,793,25.7,81.2,True,cotton
22.1,47.6,1038,7.04,127,37,18,684,24.9,76.3,False,cotton
20.0,42.3,970,7.21,110,39,25,614,22.6,77.3,False,cotton
20.7,37.3,959,6.81,131,38,19,613,23.9,75.7,False,cotton
20.0,35.8,947,7.44,108,38,24,648,23.4,76.4,False,cotton
21.2,43.4,949,6.85,122,40,17,603,25.0,81.3,False,cotton
23.0,41.3,1081,7.88,111,50,15,718,25.2,80.3,False,cotton
19.5,39.4,1001,6.01,140,40,17,640,22.7,77.1,False,cotton
18.7,45.2,848,7.43,100,40,20,563,22.5,76.3,False,cotton
20.0,38.6,986,6.5,123,50,16,639,23.0,75.5,False,cotton
21.9,34.0,864,6.21,107,36,21,569,25.3,75.7,False,cotton
20.1,42.1,1010,6.36,118,50,19,662,23.0,82.3,False,cotton
20.2,42.7,955,7.05,103,51,20,588,22.8,84.1,False,cotton
19.4,34.8,950,7.95,133,57,19,628,23.5,76.0,False,cotton
20.5,40.6,982,6.28,129,47,20,647,24.4,80.8,True,cotton
19.2,43.4,945,6.11,116,52,19,607,22.9,75.4,False,cotton
21.9,44.6,1024,6.75,114,40,23,645,25.5,81.1,True,cotton
24.0,45.3,1098,7.43,131,60,17,703,25.3,81.8,False,cotton
21.0,35.9,939,6.75,107,43,18,602,22.4,81.5,False,cotton
21.7,38.3,922,7.64,123,44,21,566,25.8,75.0,False,cotton
22.1,41.4,1057,6.47,112,49,25,639,25.7,77.9,False,cotton
18.0,42.8,916,7.09,119,44,15,569,22.1,82.9,False,cotton
21.4,42.9,979,6.52,130,59,19,628,25.1,82.5,False,cotton
18.4,36.7,1045,6.13,127,53,24,683,22.2,76.2,False,cotton
22.1,35.0,995,7.99,134,52,18,650,24.0,76.6,False,cotton
21.5,39.2,924,7.52,109,36,18,589,25.4,76.5,False,cotton
20.6,37.8,915,7.83,100,48,17,583,23.8,83.0,False,cotton
20.2,42.4,1094,6.44,132,52,19,698,24.2,76.7,False,cotton
21.7,39.5,947,5.91,102,37,25,605,25.3,77.9,False,cotton
17.9,36.8,898,6.14,111,39,22,568,22.6,80.4,False,cotton
18.3,45.6,961,6.04,117,51,15,629,23.0,78.7,True,cotton
19.1,45.8,1070,7.6,136,36,24,663,22.7,80.4,False,cotton
19.3,38.3,1037,6.69,134,56,18,694,23.8,83.9,False,cotton
22.1,37.0,951,6.18,112,54,15,593,25.5,81.6,False,cotton
23.0,40.6,922,7.27,105,56,15,593,26.0,82.0,False,cotton
22.6,45.3,1034,5.8,140,45,15,630,25.5,80.0,True,cotton
20.6,43.7,1027,6.76,126,46,25,629,24.4,81.7,False,cotton
18.1,44.6,974,6.98,106,49,24,644,23.0,76.5,False,cotton
18.7,40.7,1005,7.98,121,53,19,610,23.5,76.7,False,cotton
20.1,43.8,1059,6.56,108,60,17,651,22.8,76.8,True,cotton
21.1,38.7,947,7.98,116,56,17,614,24.7,77.7,False,cotton
19.2,45.4,1050,7.9,100,52,19,668,23.5,82.4,False,cotton
22.9,40.9,1072,6.73,129,43,16,680,25.6,77.9,False,cotton
19.8,44.6,1061,6.69,118,44,23,684,22.1,82.8,False,cotton
22.6,45.9,1041,7.84,117,43,25,697,24.7,78.5,False,cotton
23.9,43.3,946,6.61,126,37,21,583,25.8,84.2,False,cotton
18.9,38.7,1032,7.46,120,48,16,645,22.5,75.4,False,cotton
20.6,37.6,873,7.29,102,45,16,556,23.7,77.5,False,cotton
19.1,40.8,1015,7.76,131,56,20,646,22.0,81.8,False,cotton
20.7,41.5,903,6.36,114,40,17,592,24.3,80.1,False,cotton
19.3,42.1,901,7.64,101,37,18,562,22.9,82.7,False,cotton
21.6,43.0,983,6.2,106,46,20,579,23.4,78.6,False,cotton
17.6,37.5,955,6.36,113,38,20,582,22.1,78.6,False,cotton
19.0,42.0,977,6.91,102,53,21,637,23.0,76.1,False,cotton
23.0,42.4,995,7.77,110,39,18,647,24.5,75.4,False,cotton
21.1,37.8,984,7.56,107,58,15,632,23.7,75.8,False,cotton
17.7,40.7,1037,7.29,120,60,15,664,22.3,83.9,False,cotton
20.8,47.6,1118,6.0,89,47,38,713,25.5,72.2,True,jute
22.7,50.9,968,6.03,60,37,39,564,26.6,82.9,True,jute
22.3,60.3,949,7.12,63,41,45,594,25.3,86.9,True,jute
22.3,51.6,1031,6.21,86,40,39,651,25.7,88.2,True,jute
20.3,51.4,1018,6.09,96,41,40,641,23.6,72.0,True,jute
19.4,56.8,1051,6.35,100,35,36,701,25.3,72.0,True,jute
19.9,51.7,930,6.66,63,37,43,611,23.4,85.1,True,jute
20.5,47.6,943,6.18,70,43,40,587,24.4,88.8,True,jute
23.7,51.2,1044,7.25,67,55,44,645,26.3,75.1,True,jute
22.1,47.4,1031,6.39,74,40,40,665,25.1,83.1,True,jute
21.4,48.4,1095,7.32,89,53,44,700,24.9,71.9,True,jute
22.0,54.5,1065,6.03,74,46,45,685,25.8,88.4,True,jute
22.4,54.4,991,6.34,89,41,38,636,23.1,74.7,True,jute
21.4,49.9,1022,7.03,60,55,40,644,25.0,89.0,True,jute
22.8,54.2,1022,7.3,67,43,38,645,25.2,70.9,True,jute
22.2,45.1,923,7.01,70,38,35,581,24.4,79.3,True,jute
21.2,50.9,1014,7.49,74,49,38,617,23.3,71.5,True,jute
23.0,47.0,938,6.63,90,40,39,597,25.7,81.9,True,jute
22.4,50.7,999,6.24,82,35,44,658,27.0,78.2,True,jute
19.6,55.0,1026,6.74,73,45,37,640,23.7,74.6,True,jute
21.5,51.0,1035,6.59,85,53,38,651,24.9,73.8,True,jute
17.9,53.8,1121,7.1,81,56,36,726,23.4,72.6,True,jute
21.2,55.0,1072,6.96,84,55,38,713,26.9,79.8,True,jute
20.5,50.6,960,7.38,80,45,42,654,23.1,75.0,True,jute
20.8,47.6,1034,6.18,76,54,45,641,24.3,77.6,True,jute
21.3,60.8,1150,6.55,76,56,39,741,24.4,89.9,True,jute
22.1,52.5,1029,6.43,81,40,45,626,25.8,80.8,True,jute
21.5,49.6,1013,6.74,76,44,45,667,25.5,84.5,True,jute
21.8,50.4,938,6.13,69,47,40,613,25.4,76.2,True,jute
19.7,51.5,1078,6.67,82,40,45,701,26.2,81.7,True,jute
18.6,53.3,1024,6.19,69,57,35,656,24.3,78.5,True,jute
19.6,49.3,995,6.33,81,36,38,640,23.8,88.0,True,jute
22.4,53.1,1112,7.16,67,60,38,746,24.8,78.5,True,jute
17.9,49.2,1033,7.42,72,51,40,682,23.2,74.1,True,jute
19.9,49.2,882,6.77,65,39,45,542,23.7,70.9,True,jute
21.1,48.2,1003,6.35,78,50,43,632,25.1,85.7,True,jute
20.6,46.6,1021,6.1,77,52,41,673,23.9,83.5,True,jute
18.5,49.2,1103,6.14,89,52,42,664,23.1,81.5,True,jute
20.2,56.3,1089,7.48,62,49,37,718,24.2,82.9,True,jute
21.9,44.1,1004,6.51,90,48,45,638,24.1,71.3,True,jute
21.0,53.6,939,6.57,66,47,36,634,24.9,74.4,True,jute
22.7,51.7,1049,7.17,80,52,39,666,26.4,76.9,True,jute
22.2,52.0,1120,7.21,89,52,45,719,24.9,77.0,True,jute
18.7,52.0,1026,7.12,77,51,44,674,23.3,82.7,True,jute
21.7,51.7,1124,6.46,94,37,41,726,24.8,87.1,True,jute
21.1,47.4,965,6.86,75,41,35,618,25.0,78.6,True,jute
23.8,51.8,990,7.13,60,55,36,638,26.1,80.5,True,jute
22.8,50.5,1010,6.24,62,56,35,635,26.0,81.7,True,jute
21.7,49.8,948,6.7,84,40,42,597,26.3,73.4,True,jute
22.6,51.4,1184,7.43,100,56,40,761,26.4,83.3,True,jute
22.2,53.4,994,6.11,75,56,44,610,25.3,73.7,True,jute
19.6,45.8,1001,7.1,78,46,42,640,23.1,78.5,True,jute
22.3,49.0,1011,6.35,82,48,36,665,25.8,81.8,True,jute
20.0,47.2,1020,6.66,100,58,41,643,23.2,87.9,True,jute
24.0,47.0,1113,7.05,88,50,40,765,25.6,80.0,True,jute
22.9,45.5,952,7.33,67,41,40,580,25.8,87.8,True,jute
24.6,46.5,842,6.35,72,42,43,474,26.6,80.9,True,jute
21.8,53.3,1013,7.12,89,40,43,626,26.2,73.0,True,jute
22.0,52.3,1156,7.0,89,57,43,703,26.9,73.2,True,jute
22.3,47.3,849,6.54,61,41,44,543,24.4,82.1,True,jute
24.2,54.0,1039,7.17,79,45,43,651,25.7,79.2,True,jute
21.4,49.1,999,7.23,84,40,43,688,25.0,88.3,True,jute
23.6,47.6,1037,7.32,98,43,35,695,25.4,76.4,True,jute
20.8,47.6,975,6.61,75,36,44,611,23.3,74.3,True,jute
19.9,48.2,1073,6.1,89,58,35,689,24.0,82.1,True,jute
21.0,55.8,989,6.13,91,41,37,629,24.5,83.2,True,jute
22.8,44.7,1022,7.36,77,48,36,661,25.9,84.1,True,jute
21.5,48.0,994,7.32,66,58,35,663,23.6,79.5,True,jute
21.1,49.5,1010,7.18,62,59,41,642,24.2,74.9,True,jute
20.6,54.5,1032,7.3,82,35,35,680,25.5,87.0,True,jute
21.9,53.5,955,6.84,61,41,35,610,25.0,79.5,True,jute
21.6,50.9,1136,6.36,99,57,38,712,24.8,82.1,True,jute
19.4,49.8,1011,6.51,70,42,43,656,23.2,76.7,True,jute
21.1,53.6,1064,7.1,90,59,35,694,24.3,89.9,True,jute
22.8,48.1,1000,6.31,73,43,42,620,26.6,78.0,True,jute
23.4,48.2,947,7.09,67,46,44,611,26.8,78.2,True,jute
22.2,47.9,915,6.69,84,37,42,610,25.5,81.1,True,jute
19.2,49.8,949,6.19,72,41,36,614,24.1,80.6,True,jute
17.7,48.1,961,6.49,71,56,37,638,23.2,86.2,True,jute
22.0,51.5,1033,6.86,64,53,38,637,26.2,78.5,True,jute
20.4,54.1,1104,7.12,65,54,39,662,23.8,71.1,True,jute
22.1,45.0,969,6.07,60,58,37,639,26.1,79.1,True,jute
21.0,53.8,1032,6.43,86,39,43,661,26.1,71.2,True,jute
23.0,52.6,1109,6.25,90,50,44,713,26.9,73.5,True,jute
23.8,51.9,996,7.29,91,38,36,642,26.5,77.2,True,jute
19.9,58.1,1078,7.16,87,48,38,694,23.8,80.9,True,jute
21.9,50.5,936,6.07,72,41,36,628,26.5,86.8,True,jute
22.6,50.4,1061,7.31,71,54,35,672,26.6,71.0,True,jute
19.4,52.7,1053,6.58,82,46,41,659,23.3,79.8,True,jute
22.1,53.6,1012,6.73,71,52,43,665,26.5,74.0,True,jute
19.7,50.7,1029,6.01,80,43,43,666,23.8,74.4,True,jute
20.2,52.9,1024,6.66,77,55,43,659,25.5,76.0,True,jute
19.1,46.0,1114,6.43,95,57,41,731,23.2,73.7,True,jute
23.4,55.6,979,7.43,63,47,35,626,27.0,89.1,True,jute
21.6,48.7,1053,6.99,93,43,38,689,23.6,86.1,True,jute
20.3,47.7,1055,6.72,87,44,43,642,23.9,86.8,True,jute
19.0,47.9,1025,6.88,88,52,39,633,23.9,88.1,True,jute
23.5,51.2,1006,6.86,90,39,37,615,24.8,81.7,True,jute
20.0,49.6,980,6.77,90,39,43,618,24.4,82.3,True,jute
23.5,54.0,1076,7.26,84,38,43,707,26.6,73.8,True,jute
21.9,50.9,915,7.26,91,21,26,587,26.3,57.4,True,coffee
23.2,46.6,905,7.24,107,21,26,554,26.5,55.3,True,coffee
22.9,46.8,918,7.19,83,38,35,604,25.7,52.9,True,coffee
23.0,47.5,937,6.43,108,24,31,599,24.1,56.2,True,coffee
18.6,39.2,988,6.42,116,28,34,639,23.4,60.4,True,coffee
19.6,43.3,890,6.87,116,23,25,585,23.4,52.3,True,coffee
19.6,48.9,966,6.97,109,31,27,606,23.1,50.4,True,coffee
19.5,42.0,935,7.18,89,25,34,639,23.1,63.7,True,coffee
21.5,43.9,871,6.35,118,18,32,547,27.6,51.1,True,coffee
22.7,45.8,954,6.39,111,32,34,599,25.5,69.4,True,coffee
23.7,43.3,900,6.12,84,36,28,565,26.7,55.6,True,coffee
22.1,50.4,919,6.91,85,33,25,586,26.2,52.5,True,coffee
24.0,49.9,949,6.5,99,15,27,585,27.0,57.3,True,coffee
20.5,42.5,853,7.03,81,30,31,552,24.7,51.9,True,coffee
24.2,42.9,861,7.13,95,39,29,552,27.4,56.0,True,coffee
20.9,44.1,766,6.65,81,34,30,518,25.2,62.3,True,coffee
20.3,45.7,865,6.7,80,15,28,548,23.1,68.0,True,coffee
24.9,46.4,819,7.49,104,20,26,523,27.2,53.0,True,coffee
20.4,52.3,1010,6.72,109,29,28,639,23.3,60.5,True,coffee
21.9,43.9,971,6.04,100,32,26,657,25.2,57.5,True,coffee
22.8,46.6,901,7.1,100,24,28,569,25.6,57.7,True,coffee
22.8,52.0,830,7.47,83,21,28,506,25.6,60.5,True,coffee
22.6,50.2,1076,6.88,120,23,28,689,25.7,51.3,True,coffee
22.0,50.1,1011,6.41,104,26,30,636,24.4,62.7,True,coffee
21.5,44.2,1009,7.39,108,33,31,655,23.7,66.8,True,coffee
20.9,49.0,852,7.48,91,25,26,545,24.5,67.0,True,coffee
22.9,49.2,1017,6.08,86,26,27,657,27.1,52.9,True,coffee
25.1,49.4,911,6.52,98,18,27,616,27.6,68.5,True,coffee
19.2,50.8,1074,6.04,111,27,31,657,23.6,55.3,True,coffee
20.5,41.5,1010,6.96,84,39,35,650,23.2,52.1,True,coffee
21.3,44.4,906,7.24,98,27,27,585,24.7,51.3,True,coffee
23.0,40.1,1025,7.23,118,21,34,690,24.4,64.7,True,coffee
24.8,43.2,913,6.69,103,27,31,584,27.2,51.6,True,coffee
23.2,43.0,922,6.81,82,24,33,591,26.5,67.1,True,coffee
22.3,53.8,1017,6.49,86,31,35,611,27.0,60.8,True,coffee
24.3,37.2,895,6.78,88,35,35,542,27.6,58.5,True,coffee
20.2,45.8,848,7.17,84,27,29,551,23.3,53.0,True,coffee
20.4,42.7,971,6.73,120,40,33,613,24.2,54.3,True,coffee
18.3,44.4,1042,6.78,106,40,30,672,23.4,64.1,True,coffee
21.1,49.3,990,7.28,113,21,33,607,26.0,55.8,True,coffee
21.2,39.5,945,7.21,117,34,25,605,24.8,56.8,True,coffee
21.7,50.1,934,7.49,80,30,25,587,26.2,65.6,True,coffee
18.8,53.7,865,7.23,88,21,27,580,24.4,66.0,True,coffee
23.2,40.0,904,6.56,113,33,34,551,26.0,62.1,True,coffee
21.7,54.4,972,6.98,87,23,28,603,26.2,62.3,True,coffee
22.7,48.7,884,6.78,113,15,29,535,27.1,63.6,True,coffee
21.8,47.9,985,6.22,98,29,30,630,25.6,61.0,True,coffee
24.5,42.4,871,7.21,97,29,27,590,27.7,54.4,True,coffee
21.3,44.4,930,6.85,85,35,32,592,26.2,54.3,True,coffee
22.5,46.8,888,6.25,82,29,35,560,26.7,52.2,True,coffee
24.7,44.3,944,6.91,103,33,25,583,27.1,55.7,True,coffee
25.3,49.1,944,6.78,112,17,28,628,27.6,61.3,True,coffee
23.2,44.1,938,6.27,99,19,33,621,27.5,55.5,True,coffee
20.8,43.8,952,6.91,120,20,34,603,23.6,50.6,True,coffee
20.1,51.5,1060,7.16,114,27,28,696,25.0,57.9,True,coffee
25.1,53.1,1023,6.96,100,40,35,638,27.6,54.4,True,coffee
21.6,44.8,958,6.97,108,35,25,634,24.0,61.1,True,coffee
21.2,44.1,1137,6.84,115,31,30,720,24.2,67.4,True,coffee
20.6,45.7,913,6.54,87,28,30,594,25.6,68.7,True,coffee
19.9,53.6,910,6.09,82,24,26,564,24.3,53.6,True,coffee
20.5,49.0,904,7.46,94,26,27,564,26.4,52.3,True,coffee
23.5,41.2,834,6.76,87,28,35,491,26.6,57.2,True,coffee
23.1,44.2,1059,7.46,118,40,35,679,26.4,58.5,True,coffee
20.3,42.2,866,6.65,87,38,29,527,25.2,57.9,True,coffee
21.0,47.3,919,6.03,92,40,30,603,23.4,55.2,True,coffee
19.7,48.6,908,6.07,97,22,26,550,23.6,59.7,True,coffee
22.6,49.2,1008,7.05,99,40,32,669,24.2,69.9,True,coffee
23.3,44.4,893,6.99,89,28,33,577,26.4,53.8,True,coffee
21.6,49.7,1007,6.73,112,39,29,605,26.1,63.4,True,coffee
22.9,46.5,954,6.94,111,28,26,628,27.8,64.5,True,coffee
22.4,51.7,990,7.28,114,20,26,651,25.6,62.7,True,coffee
25.5,43.0,963,7.08,117,26,30,595,27.9,68.0,True,coffee
23.6,44.5,1027,6.14,111,29,31,677,26.1,52.3,True,coffee
23.0,47.5,966,6.51,119,30,28,590,26.4,64.6,True,coffee
20.3,45.5,918,7.04,116,40,33,592,24.9,54.2,True,coffee
24.1,50.0,995,6.35,95,37,35,643,27.3,68.4,True,coffee
21.9,46.4,983,7.43,86,40,33,598,26.1,52.3,True,coffee
19.2,47.7,907,6.79,117,37,32,561,23.1,67.1,True,coffee
19.8,54.0,1006,6.74,105,18,35,668,23.5,68.4,True,coffee
20.2,52.5,1008,7.01,109,23,25,659,25.1,68.5,True,coffee
21.3,41.9,938,7.3,80,18,31,612,24.0,58.8,True,coffee
24.5,49.5,966,6.86,101,31,26,641,26.7,69.7,True,coffee
23.0,42.9,923,7.13,103,33,33,576,26.7,50.5,True,coffee
22.0,44.0,950,7.29,93,26,27,615,24.6,56.5,True,coffee
26.1,49.3,915,6.98,104,35,28,607,27.5,50.7,True,coffee
23.6,43.0,956,6.17,116,36,25,622,27.6,58.5,True,coffee
23.1,43.0,969,6.35,107,38,29,595,26.7,57.6,True,coffee
23.7,42.4,887,6.91,101,33,33,560,27.0,62.0,True,coffee
20.7,48.3,1056,6.77,107,31,31,704,23.2,53.0,True,coffee
20.9,47.7,962,6.39,99,16,30,586,23.5,65.4,True,coffee
24.1,44.5,1021,6.35,103,40,30,679,27.3,55.2,True,coffee
24.5,50.7,1124,6.12,118,31,34,735,27.5,62.9,True,coffee
20.2,49.7,1007,7.43,106,21,35,651,25.6,57.0,True,coffee
20.0,43.6,1043,6.02,116,38,34,668,23.3,50.0,True,coffee
23.0,49.9,1014,6.33,97,35,26,655,24.9,53.7,True,coffee
24.3,51.3,1030,6.78,107,34,32,654,26.8,66.4,True,coffee
24.2,47.1,985,6.09,99,15,27,617,27.4,56.6,True,coffee
19.9,47.1,969,6.36,118,33,30,622,24.1,67.2,True,coffee
23.5,44.3,1085,6.76,117,32,34,680,26.3,52.1,True,coffee
21.0,40.7,952,6.78,104,18,30,589,23.6,60.4,True,coffee
